symbol,name,current,chg,first_percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SH600256,广汇能源,7.15,0.03,228.79,-11.18,75160048,534741323.0,1.14,3.87,11.189,46945149244.0
SH600963,岳阳林纸,7.16,0.03,20.33,34.18,14580023,104414296.0,0.82,22.304,1.927,12910146660.0
SH603061,金海通,112.17,0.47,44.01,91.92,513500,57259446.0,3.42,44.728,0.232,6730200000.0
SH601968,宝钢包装,7.1,0.03,44.16,9.77,2881500,20418340.0,0.32,30.287,1.704,8044578135.0
SH688290,景业智能,59.6,0.25,-6.37,-0.16,921128,55628938.0,2.05,47.077,0.7,5893248000.0
SH900927,物贸B股,0.474,0.002,0.78,9.22,484267,228288.0,0.49,8.747,0.0,235091161.0
SZ002701,奥瑞金,4.74,0.02,10.46,-3.6,12867418,61131279.52,0.5,21.418,2.532,12197254467.0
SH601006,大秦铁路,7.19,0.03,11.52,15.06,32209117,230838325.0,0.21,9.176,6.676,109050921980.0
SZ301066,万事利,16.83,0.07,285.5,49.87,2789715,46868464.2,3.87,747.795,0.0,3169967391.0
SH600917,重庆燃气,7.15,0.03,44.0,-8.47,4157080,29712770.0,0.27,44.908,1.804,11235081000.0
SZ002299,圣农发展,21.48,0.09,32.91,-8.46,9481750,203103246.98,0.77,47.224,0.931,26713380198.0
SZ300352,北信源,4.93,0.02,27.84,20.83,14964764,73437967.46,1.24,,0.0,7147632749.0
SH688631,莱斯信息,34.61,0.14,32.36,36.91,1116358,38641846.0,3.33,59.221,,5657696700.0
SZ300271,华宇软件,9.78,0.04,20.65,43.19,6829400,66531968.0,0.85,,0.0,8015143283.0
SZ000514,渝开发,4.88,0.02,-3.52,14.33,66281654,326134575.03,7.86,26.576,0.41,4117602309.0
SH601868,中国能建,2.46,0.01,40.31,8.59,214375029,527915427.0,1.51,12.851,1.016,102560262545.0
SH600303,ST曙光,4.89,0.02,111.7,-19.97,8109900,39610479.0,1.2,,0.0,3303704592.0
SH688001,华兴源创,31.89,0.13,128.77,19.75,885381,28175741.0,0.2,44.326,0.941,14050592440.0
SZ002480,新筑股份,4.89,0.02,18.92,-4.12,6179800,30102083.0,0.81,,0.0,3761234796.0
SZ000970,中科三环,12.15,0.05,469.07,-10.18,10462103,126479291.78,0.86,18.867,0.823,14771068142.0
SZ301190,善水科技,19.52,0.08,34.51,9.44,1407018,27424109.35,1.98,40.75,0.768,4189704480.0
SZ002054,德美化工,7.33,0.03,87.1,-1.28,2592300,19012679.0,0.68,93.528,0.955,3533906263.0
SZ000722,湖南发展,12.31,0.05,0.0,-7.65,24187081,300322418.19,5.21,174.628,0.0,5713788451.0
SZ002452,长高电新,7.26,0.03,16.31,17.44,8419400,60260965.0,1.64,90.023,0.275,4503610937.0
SZ002555,三七互娱,26.99,0.11,5.37,51.23,54604041,1471277417.1,3.34,20.162,2.964,59860156944.0
SZ000722,湖南发展,12.31,0.05,0.0,-7.65,24187081,300322418.19,5.21,174.628,0.0,5713788451.0
SZ300286,安科瑞,30.22,0.12,17.07,2.16,2326754,69972049.88,1.33,35.869,0.662,6488721298.0
SH688665,四方光电,80.15,0.32,121.81,-18.17,187819,15134853.0,0.87,39.729,1.123,5610500000.0
SZ002445,中南文化,2.51,0.01,7.18,2.03,46854100,117207133.34,1.97,,0.0,6003087511.0
SZ002002,鸿达兴业,2.5,0.01,143.99,-22.84,71497917,179182696.9,2.31,39.123,0.0,7805101453.0
SH600985,淮北矿业,12.4,0.05,108.2,5.42,11654400,144253283.0,0.47,4.1,8.468,30764876160.0
SH603995,甬金股份,25.26,0.1,44.01,-7.29,2349771,59313644.0,0.7,21.425,1.983,9633659558.0
SH688733,壹石通,32.36,0.13,302.84,-13.53,2206235,71588208.0,1.62,55.722,0.618,6464725148.0
SZ301075,多瑞医药,25.3,0.1,64.69,-21.77,696400,17650122.57,2.54,220.66,0.0,2024000000.0
SZ301005,超捷股份,27.48,0.11,61.37,9.8,1156220,31869013.4,2.61,54.003,0.91,2862408171.0
SH600893,航发动力,40.6,0.16,22.49,-3.63,10631982,432946946.0,0.43,83.927,0.357,108223126063.0
SZ001289,龙源电力,20.22,0.08,-22.87,10.67,2807997,56831409.16,2.11,32.636,0.579,169483295176.0
SH603233,大参林,27.9,0.11,44.01,-13.82,4579789,127819468.0,0.4,27.673,1.792,31775367976.0
SH600984,建设机械,5.04,0.02,31.09,-7.69,16008914,80678159.0,1.27,,0.0,6335501382.0
SZ300644,南京聚隆,17.58,0.07,43.98,28.33,1531700,26917018.0,1.79,35.453,0.853,1895131032.0
SH603377,东方时尚,7.76,0.03,44.02,20.68,3124170,24211466.0,0.43,,0.0,5593026208.0
SZ301297,富乐德,20.38,0.08,77.0,36.26,3358904,67745592.12,4.54,80.423,0.393,6896388200.0
SZ300313,*ST天山,5.19,0.02,18.46,-15.75,2043300,10606218.0,1.11,,0.0,1624352685.0
SH600722,金牛化工,5.16,0.02,81.92,5.74,4646571,23922775.0,0.68,74.133,0.0,3510449528.0
SH603507,振江股份,30.63,0.12,44.0,3.35,2519844,76799127.0,1.77,35.245,0.656,4350407508.0
SZ002963,豪尔赛,15.46,0.06,44.0,12.44,1251100,19285554.0,1.02,,0.0,2324564518.0
SZ002224,三力士,5.17,0.02,164.39,20.66,5538147,28575667.99,0.87,47.612,0.967,3772014665.0
SZ001236,弘业期货,15.49,0.06,44.09,14.57,25048691,395407025.5,24.86,1398.341,0.194,15610477781.0
SZ001286,陕西能源,10.2,0.04,47.92,9.84,24298758,247195042.07,3.34,14.87,3.431,38250000000.0
SZ002281,光迅科技,30.51,0.12,86.19,94.96,27070187,820339329.63,3.98,42.746,0.564,24255814656.0
SZ002091,江苏国泰,7.93,0.03,76.25,-3.66,9101250,71954805.94,0.57,8.056,3.153,12906900576.0
SZ301186,超达装备,37.08,0.14,117.28,36.62,1426540,52559238.87,6.6,35.201,0.0,2697897120.0
SZ300851,交大思诺,26.23,0.1,43.99,22.03,443859,11537290.84,0.96,55.876,1.296,2280263082.0
SZ002455,百川股份,7.83,0.03,64.95,-15.17,4274373,33415054.21,0.86,184.704,0.639,4644509316.0
SZ000926,福星股份,5.32,0.02,0.0,25.9,126454067,679241386.59,13.52,46.076,0.564,5050395562.0
SH688081,兴图新科,16.06,0.06,86.92,35.77,1003791,16168271.0,1.43,,0.0,1654822400.0
SZ002872,ST天圣,5.33,0.02,43.99,0.95,950500,5050877.0,0.44,,0.0,1694940000.0
SH600169,太原重工,2.62,0.01,0.0,10.08,33711570,88013321.0,1.31,40.749,0.0,8858174150.0
SH601928,凤凰传媒,10.52,0.04,34.77,39.3,16676498,174363375.0,0.66,12.809,4.753,26772348000.0
SH688410,山外山,47.4,0.18,-18.98,87.57,518952,24499816.0,1.49,54.399,0.0,6860214277.0
SH603988,中电电机,10.48,0.04,44.02,13.46,3479800,36160279.0,1.48,59.06,0.63,2464896000.0
SZ300638,广和通,21.08,0.08,44.02,41.87,11471340,239153281.8,2.33,40.314,0.389,16138305865.0
SH600760,中航沈飞,43.02,0.16,94.32,3.42,14063039,606347995.0,0.51,48.674,0.665,118550193049.0
SH600637,东方明珠,8.04,0.03,-73.33,22.97,14989735,120347917.0,0.44,110.93,1.679,27452581616.0
SZ002986,宇新股份,19.22,0.07,44.01,26.08,971943,18742139.27,0.42,13.395,1.857,6139097871.0
SZ000966,长源电力,5.49,0.02,119.51,18.88,23044859,126339536.34,1.76,57.099,0.255,15093809068.0
SH600751,海航科技,2.73,0.01,878.67,17.17,22764868,62071885.0,0.88,59.431,0.0,7915192148.0
SZ002387,维信诺,8.04,0.03,114.59,26.81,6094917,48910681.46,0.44,,0.0,11107151782.0
SZ002305,南国置业,2.71,0.01,72.03,-6.87,147640119,398302612.23,8.51,,0.0,4699724737.0
SZ002076,星光股份,2.69,0.01,147.81,10.7,30770506,82035357.84,2.97,64.209,0.0,2998339881.0
SH600697,欧亚集团,13.66,0.05,996.0,0.92,3077460,42028810.0,1.98,,2.928,2173143105.0
SZ300226,上海钢联,30.15,0.11,19.35,30.81,7227676,216997841.45,2.34,44.302,0.222,9702918707.0
SH600206,有研新材,13.39,0.05,0.0,5.08,6596089,87749359.0,0.78,55.323,0.717,11335349115.0
SH688484,南芯科技,40.45,0.15,48.41,1.15,959291,38609975.0,1.75,114.908,0.494,17131788500.0
SZ300718,长盛轴承,18.82,0.07,44.02,-15.93,2774529,52175813.83,1.45,45.591,1.854,5624692561.0
SZ000893,亚钾国际,27.47,0.1,0.0,1.07,5998396,163639686.21,0.74,12.246,0.0,25523447039.0
SH600639,浦东金桥,13.41,0.05,-51.6,25.82,27383464,369592477.0,3.22,7.346,3.729,15051556895.0
SH600563,法拉电子,135.3,0.5,68.78,-14.33,717151,96920475.0,0.32,29.454,1.33,30442500000.0
SZ000859,国风新材,5.48,0.02,0.0,3.44,5730531,31451642.59,0.64,35.133,0.365,4909949965.0
SH603662,柯力传感,27.39,0.1,44.02,68.17,7393910,199986492.0,2.63,27.585,1.011,7757828343.0
SH688779,长远锂科,11.22,0.04,310.09,-21.54,8337058,93444902.0,0.82,18.243,2.068,21645821640.0
SZ301155,海力风电,68.8,0.25,175.3,-21.14,1017205,69734464.7,1.15,71.021,0.145,14956533686.0
SZ300212,易华录,30.88,0.11,-9.06,51.3,10931953,335466374.1,1.71,,0.0,20560345862.0
SZ002010,传化智联,5.65,0.02,55.4,7.76,14959351,84273650.62,0.55,20.702,1.77,15834969720.0
SZ300614,百川畅银,25.21,0.09,290.64,11.8,2179071,54487586.58,2.45,188.31,0.095,4044552963.0
SZ000518,四环生物,2.8,0.01,296.0,-11.67,10013501,28086794.8,0.97,,0.0,2882757422.0
SZ000559,万向钱潮,5.6,0.02,130.26,21.25,12350458,69007804.62,0.45,22.866,4.821,18501231526.0
SH600066,宇通客车,13.93,0.05,0.0,100.23,13466479,186740599.0,0.61,30.985,7.179,30840173376.0
SZ300614,百川畅银,25.21,0.09,290.64,11.8,2179071,54487586.58,2.45,188.31,0.095,4044552963.0
SH605599,菜百股份,13.97,0.05,44.0,42.83,4765600,66589126.0,0.81,21.096,3.293,10865555866.0
SZ002627,三峡旅游,5.64,0.02,37.0,-5.37,7852300,44500398.88,1.13,402.712,0.0,4163155380.0
SZ002495,佳隆股份,2.8,0.01,5.66,-7.59,20230046,56334901.48,2.83,,0.0,2619751680.0
SH688488,艾迪药业,11.13,0.04,121.02,5.6,3577778,40019733.0,0.87,,0.0,4674600000.0
SZ300279,和晶科技,5.61,0.02,3.14,13.56,5668860,31723145.6,1.31,,0.0,2695043198.0
SZ003005,竞业达,30.67,0.11,44.02,-23.71,4300340,131835850.0,8.42,92.661,0.0,4551428000.0
SH601179,中国西电,5.54,0.02,-1.39,21.16,25360051,139803338.0,0.49,42.539,0.812,28397388230.0
SZ300185,通裕重工,2.8,0.01,-2.44,18.04,63955113,178590376.4,1.73,38.971,1.071,10911116642.0
SH603386,骏亚科技,11.01,0.04,43.98,9.47,1542720,16936200.0,0.47,24.769,1.817,3592811386.0
SZ002263,大东南,2.87,0.01,75.19,-0.35,13223451,37676103.2,0.7,127.806,0.0,5390893487.0
SH600500,中化国际,5.77,0.02,41.38,-10.32,13439383,77339385.0,0.43,20.132,2.6,20723628780.0
SZ300940,南极光,17.37,0.06,730.96,-6.96,1193720,20663651.6,1.58,,0.0,3302514901.0
SZ300319,麦捷科技,8.61,0.03,7.19,12.26,7378601,63326689.51,0.89,36.875,1.475,7463191687.0
SH688678,福立旺,20.15,0.07,59.94,6.81,3017241,60100859.0,3.32,26.776,1.484,3509338327.0
SH603002,宏昌电子,5.8,0.02,137.78,21.4,13395750,78559828.0,2.18,10.092,3.448,5242476131.0
SZ002323,雅博股份,2.86,0.01,38.0,-11.18,18101600,51515308.0,0.85,187.031,0.0,6065645706.0
SH600868,梅雁吉祥,2.87,0.01,216.67,7.88,34021796,97430465.0,1.79,86.165,0.348,5447686709.0
SZ301167,建研设计,19.8,0.07,53.93,24.66,18050388,371805838.32,27.1,26.722,0.904,2217600000.0
SH603318,水发燃气,8.5,0.03,44.02,-0.11,7916300,67218790.0,2.04,81.017,0.353,3947186871.0
SH688610,埃科光电,63.77,0.22,-4.08,-13.04,527590,33769171.0,3.9,77.398,,4336360000.0
SZ000818,航锦科技,31.61,0.11,0.0,15.78,5812179,185354810.76,0.86,141.278,0.19,21468121160.0
SZ300069,金利华电,14.52,0.05,47.11,15.88,1100198,15907675.93,0.94,,0.0,1698840000.0
SZ002106,莱宝高科,8.7,0.03,58.4,16.02,4503053,39062137.1,0.64,19.814,2.299,6140600592.0
SZ000570,苏常柴A,5.88,0.02,-10.0,23.5,12968910,76009970.4,2.6,31.505,0.17,4149471941.0
SZ002449,国星光电,8.9,0.03,1.29,7.82,4716912,41982793.76,0.77,46.828,0.674,5504446804.0
SH603297,永新光学,83.16,0.28,43.99,1.38,657579,54478537.0,0.6,33.723,1.154,9184980420.0
SH603297,永新光学,83.16,0.28,43.99,1.38,657579,54478537.0,0.6,33.723,1.154,9184980420.0
SZ000677,恒天海龙,2.94,0.01,642.22,-1.34,8324325,24464061.25,0.96,58.817,0.0,2540095167.0
SZ002542,中化岩土,2.91,0.01,-2.92,-6.43,31531506,91375203.28,1.98,,0.0,5254405052.0
SZ300696,爱乐达,23.67,0.08,44.01,-10.0,1969714,46699883.86,1.11,34.175,0.845,6938931108.0
SH600227,赤天化,2.95,0.01,57.64,-2.64,6934700,20430956.0,0.54,,0.0,4994745893.0
SZ200706,瓦轴B,2.99,0.01,92.86,0.34,3200,9548.0,0.0,,0.0,1203774000.0
SH688343,云天励飞-U,56.79,0.19,137.04,29.3,2470467,139634319.0,3.31,,0.0,20168043959.0
SH688561,奇安信-U,50.87,0.17,138.06,-22.65,1705024,86727578.0,0.37,7999.751,0.0,34854718818.0
SH601019,山东出版,8.87,0.03,44.0,47.63,6412558,56509794.0,0.31,11.024,4.397,18510803000.0
SZ002939,长城证券,8.92,0.03,44.06,9.05,64429370,575057924.52,1.85,25.203,1.121,35987088448.0
SZ002641,公元股份,6.02,0.02,3.44,37.13,11542220,69372563.3,1.02,58.725,0.199,7399145103.0
SZ000931,中关村,6.08,0.02,3095.0,-1.14,4332616,26284644.28,0.58,,0.0,4579012051.0
SH601998,中信银行,6.03,0.02,96.03,28.01,59968939,361194860.0,0.18,4.621,5.456,295270198748.0
SH603759,海天股份,9.2,0.03,43.98,2.68,3392828,31209116.0,1.74,20.8,0.0,4248192000.0
SZ301006,迈拓股份,21.0,0.07,120.18,36.63,1200610,25146678.1,1.87,24.473,1.667,2924880000.0
SZ002928,华夏航空,9.0,0.03,43.99,-34.92,14028360,126955640.75,1.15,,0.0,11504173950.0
SZ002600,领益智造,6.17,0.02,149.38,38.25,59239357,362715969.18,0.86,22.266,1.88,43240457143.0
SZ000020,深华发A,12.05,0.04,631.58,34.94,3453900,41362180.0,1.91,320.258,0.0,3412092785.0
SH600246,万通发展,6.11,0.02,185.88,-2.86,20898492,127348545.0,1.02,,0.0,12549996835.0
SH600179,安通控股,3.01,0.01,0.0,-8.51,14346372,43253599.0,0.39,6.707,0.0,12736896207.0
SH603978,深圳新星,18.43,0.06,44.0,-0.54,777000,14265165.0,0.47,,0.0,3058552475.0
SZ002396,星网锐捷,21.18,0.07,33.75,11.06,9088219,192011320.52,1.56,23.294,0.472,12558250580.0
SZ001217,华尔泰,12.18,0.04,43.98,-6.08,867086,10526264.46,0.65,20.805,0.821,4042176600.0
SZ002926,华西证券,9.25,0.03,43.97,22.84,50200126,465279613.83,1.91,24.413,0.324,24281250000.0
SZ300283,温州宏丰,6.05,0.02,40.55,24.27,5815700,34992034.0,1.89,97.233,0.413,2644548890.0
SH603938,三孚股份,21.54,0.07,43.98,-11.83,4295520,92783765.0,1.12,11.799,0.91,8241731665.0
SH600101,明星电力,9.08,0.03,0.0,7.73,5833560,52897558.0,1.38,21.806,0.881,3826608644.0
SZ300545,联得装备,24.02,0.08,44.0,52.31,4267200,101163364.0,3.81,39.579,0.416,4269430456.0
SH603577,汇金通,9.54,0.03,43.96,-7.04,864320,8202538.0,0.3,109.109,0.377,3235387014.0
SH600730,中国高科,6.22,0.02,216.25,0.48,11953683,74600566.0,2.04,,0.0,3649000332.0
SH603128,华贸物流,9.51,0.03,20.87,-8.11,4975369,47225045.0,0.38,14.522,3.596,12452992854.0
SH600017,日照港,3.14,0.01,37.23,12.83,36352375,113956121.0,1.18,16.018,1.274,9657553208.0
SH600820,隧道股份,6.34,0.02,205.29,25.87,33841247,214242799.0,1.08,6.732,4.259,19933569236.0
SZ000635,英力特,9.3,0.03,227.78,7.39,2761400,25634298.0,0.91,,0.0,2832877669.0
SZ300252,金信诺,9.33,0.03,54.81,26.59,10113860,93861762.2,2.29,,0.0,6177895271.0
SH688180,君实生物-U,40.83,0.13,172.07,-34.78,3566839,146780718.0,0.71,,0.0,40245717433.0
SH688267,中触媒,21.8,0.07,0.72,-40.49,748532,16270335.0,1.17,31.882,1.193,3841160000.0
SZ002491,通鼎互联,6.18,0.02,31.38,36.12,16959986,104153078.63,1.44,41.454,0.0,7601366010.0
SZ300088,长信科技,6.18,0.02,50.5,5.16,17764228,109507194.64,0.73,25.181,1.618,15171394062.0
SZ002745,木林森,9.33,0.03,44.0,16.33,5434767,50567048.1,0.57,90.65,1.072,13847272503.0
SH600180,瑞茂通,6.24,0.02,0.0,12.67,9483177,58929595.0,0.87,17.506,2.067,6780555375.0
SZ002085,万丰奥威,6.54,0.02,44.88,11.66,24060515,156951058.94,1.12,16.351,1.529,14005850979.0
SZ300239,东宝生物,6.41,0.02,198.89,-14.18,4956538,31710248.44,0.96,32.563,0.406,3804995121.0
SH688051,佳华科技,32.14,0.1,130.29,3.78,320770,10286804.0,0.47,,0.0,2485514760.0
SH601899,紫金矿业,13.05,0.04,95.23,32.73,120142346,1584776007.0,0.59,17.746,1.533,343561754682.0
SZ300409,道氏技术,12.9,0.04,43.99,-11.83,4423218,57049681.2,0.93,,0.388,7503503281.0
SZ300695,兆丰股份,48.81,0.15,43.99,12.93,479900,23357491.0,0.68,22.972,0.0,3462087052.0
SZ002949,华阳国际,16.37,0.05,43.96,27.16,10298400,168554550.85,6.91,26.714,1.833,3209168154.0
SZ000078,海王生物,3.22,0.01,0.0,-3.01,14153412,45586999.04,0.54,,0.0,8857683088.0
SH605055,迎丰股份,6.43,0.02,43.98,6.46,1608300,10327874.0,1.63,,0.0,2829200000.0
SZ000636,风华高科,16.04,0.05,181.18,8.83,6855231,109697729.98,0.64,90.507,1.334,18558491904.0
SZ000985,大庆华科,16.36,0.05,168.35,-5.79,810000,13300214.0,0.62,449.569,0.293,2120902220.0
SH688459,哈铁科技,9.83,0.03,-30.34,9.38,869423,8537801.0,1.0,34.54,0.814,4718400000.0
SZ300264,佳创视讯,6.38,0.02,13.15,5.8,9853100,62677255.0,2.76,,0.0,2748870965.0
SH688090,瑞松科技,29.51,0.09,263.01,21.39,1818694,53323574.0,3.53,,0.441,1987810952.0
SH600780,通宝能源,9.65,0.03,227.73,50.31,3992307,38713595.0,0.35,13.431,0.0,11063749347.0
SH600480,凌云股份,9.67,0.03,100.0,15.2,17025821,165338575.0,1.98,27.441,1.138,9095659150.0
SH688178,万德斯,19.7,0.06,102.9,14.46,413820,8150402.0,0.49,73.919,1.32,1679153711.0
SZ002279,久其软件,6.38,0.02,108.48,-9.63,15799925,100304178.11,2.0,,0.0,5523603821.0
SH600168,武汉控股,6.42,0.02,0.0,5.59,3881100,24888939.0,0.55,,0.0,4555437423.0
SH600190,锦州港,3.3,0.01,0.0,-6.52,40326015,132723203.0,2.27,61.369,0.0,6607561950.0
SZ000591,太阳能,6.62,0.02,302.0,-7.97,26657550,176203860.5,0.74,17.1,3.58,25879085659.0
SZ000833,粤桂股份,6.62,0.02,0.0,-0.88,4358400,28836002.46,1.15,14.759,0.891,4424820254.0
SH688571,杭华股份,6.75,0.02,174.3,28.02,2345144,15759536.0,0.96,33.524,1.822,2808000000.0
SZ002003,伟星股份,10.11,0.03,139.89,3.99,2580030,26078614.2,0.3,21.969,3.462,10486148171.0
SZ002513,蓝丰生化,6.72,0.02,43.5,29.98,11766800,78407306.0,3.74,,0.0,2512851788.0
SH688184,帕瓦股份,26.33,0.08,-21.76,-8.08,244634,6427735.0,0.72,40.495,1.044,4245814502.0
SH688045,必易微,50.3,0.15,13.51,-8.04,313073,15728133.0,0.91,536.237,0.0,3473161632.0
SZ301080,百普赛斯,67.81,0.2,50.06,0.71,2507975,174426331.45,3.99,41.669,1.475,8137200000.0
SZ002057,中钢天源,9.9,0.03,124.36,-3.4,4483800,44221531.0,0.6,19.542,2.434,7514572982.0
SH600265,ST景谷,16.6,0.05,344.7,9.21,228024,3771922.0,0.18,,0.0,2154680000.0
SZ000937,冀中能源,6.59,0.02,46.87,19.91,19488590,128265855.21,0.67,3.77,15.175,23286073742.0
SH688376,美埃科技,33.3,0.1,29.15,6.73,638196,21278467.0,1.98,34.5,0.3,4475520000.0
SZ000159,国际实业,6.93,0.02,229.59,-0.43,3581226,24805105.4,0.75,11.827,0.0,3331153931.0
SZ300440,运达科技,6.92,0.02,44.01,0.29,3231800,22275489.0,0.73,68.041,0.0,3077413960.0
SZ002056,横店东磁,17.47,0.05,52.45,-4.92,11974654,208399786.59,0.75,15.066,2.072,28418659933.0
SH603707,健友股份,13.61,0.04,43.97,-23.91,6419147,87532646.0,0.4,20.129,0.845,22002588589.0
SH600360,华微电子,7.0,0.02,181.35,6.51,9044968,63168904.0,0.94,180.319,0.257,6722067128.0
SH600365,ST通葡,3.49,0.01,104.1,-15.29,2095020,7313421.0,0.51,,0.0,1491626000.0
SH603071,物产环能,17.02,0.05,43.97,10.14,1584416,26990091.0,0.67,8.413,4.7,9496384603.0
SZ002948,青岛银行,3.49,0.01,44.03,9.23,34286064,119318085.08,1.1,6.334,4.585,20313037987.0
SH601999,出版传媒,6.89,0.02,329.53,5.19,9405400,64569166.0,1.71,47.78,0.61,3795802283.0
SH688722,同益中,17.05,0.05,262.08,-5.59,2171499,36978713.0,1.78,19.676,2.639,3830567235.0
SH603677,奇精机械,13.6,0.04,44.01,23.01,2551320,34389676.0,1.33,44.059,1.103,2613145779.0
SZ000803,山高环能,6.84,0.02,0.0,-15.78,4151269,28269311.1,1.04,38.551,0.0,3275790645.0
SH600718,东软集团,10.37,0.03,102.01,4.22,12220189,126721376.0,1.02,,0.0,12583095008.0
SZ000949,新乡化纤,3.44,0.01,29.87,3.61,9606252,32994265.35,0.68,,0.0,5045543556.0
SZ002067,景兴纸业,3.61,0.01,69.71,6.49,8606521,31075882.35,0.81,85.108,0.0,4310215260.0
SZ000739,普洛药业,17.68,0.05,0.0,-16.63,9223406,163506262.9,0.78,19.358,1.68,20836295339.0
SZ300346,南大光电,31.83,0.09,23.97,9.8,5467150,174137095.6,1.06,95.596,0.22,17306156824.0
SH688687,凯因科技,21.84,0.06,121.29,-3.31,2083125,46208491.0,1.76,46.864,0.916,3732639936.0
SZ002796,世嘉科技,10.68,0.03,44.02,23.18,4290900,45566482.0,1.85,,0.0,2695919805.0
SZ301086,鸿富瀚,46.32,0.13,15.86,23.86,315689,14559523.82,0.97,25.667,1.872,4168800000.0
SZ300388,节能国祯,7.11,0.02,43.99,17.99,6881621,49061880.97,0.99,12.261,2.532,4969619984.0
SZ300918,南山智尚,14.21,0.04,254.12,40.01,3514965,49958030.7,3.24,26.852,1.126,5115600000.0
SH600111,北方稀土,24.75,0.07,0.0,-0.5,24972388,616355462.0,0.69,16.732,0.687,89472879590.0
SH600110,诺德股份,7.07,0.02,0.0,-9.78,8473991,59774722.0,0.6,44.807,1.414,12347560801.0
SZ200019,深粮B,3.62,0.01,,7.22,58400,210430.0,0.11,9.862,7.735,4172177619.0
SH600959,江苏有线,3.53,0.01,44.06,18.86,30117210,105968343.0,0.6,53.691,0.567,17652533432.0
SH603277,银都股份,25.18,0.07,43.98,58.28,731127,18457638.0,0.18,25.077,3.971,10591916640.0
SZ001696,宗申动力,7.17,0.02,1340.0,25.17,9693454,69327057.18,1.11,20.721,3.487,8209843016.0
SZ002527,新时达,10.7,0.03,53.19,75.41,25975806,275411149.62,4.94,,0.0,7107111639.0
SH601288,农业银行,3.63,0.01,0.75,32.9,214856950,778557012.0,0.07,4.879,6.116,1270438412959.0
SZ002558,巨人网络,14.25,0.04,27.1,80.47,30916802,439215169.73,1.54,34.642,1.123,28570352364.0
SZ002595,豪迈科技,31.75,0.09,-1.92,38.63,2581225,81663788.55,0.48,19.879,1.181,25400000000.0
SH601018,宁波港,3.57,0.01,-3.51,2.24,15510184,55380832.0,0.12,16.784,2.437,69452166584.0
SH603036,如通股份,10.76,0.03,44.01,5.13,1367700,14659994.0,0.66,27.167,1.766,2216624829.0
SH600667,太极实业,7.22,0.02,134.72,39.92,25580589,183969020.0,1.21,,0.0,15206693085.0
SH600395,盘江股份,7.15,0.02,104.17,6.4,9295038,66426688.0,0.43,7.432,5.734,15348367992.0
SH601186,中国铁建,10.78,0.03,28.19,39.46,107623339,1165505613.0,0.94,5.436,2.597,146387457370.0
SZ000797,中国武夷,3.65,0.01,0.0,0.86,104133557,382350746.23,6.63,,0.274,5733252892.0
SH600798,宁波海运,3.67,0.01,0.0,-0.5,6730150,24678830.0,0.56,51.425,0.817,4427980518.0
SZ300119,瑞普生物,18.77,0.05,32.02,2.61,1643566,30996118.96,0.49,24.724,1.598,8784712613.0
SZ002064,华峰化学,7.46,0.02,37.01,12.13,12103012,89975651.65,0.24,17.52,2.011,37020577472.0
SH600234,科新发展,7.3,0.02,244.9,4.73,2408600,17562379.0,1.19,,0.0,1916403103.0
SZ300332,天壕能源,11.23,0.03,33.62,-5.63,7250415,81347363.6,0.86,22.73,0.757,9928304253.0
SH603167,渤海轮渡,7.36,0.02,6.91,2.16,3668100,27026015.0,0.78,22.675,2.038,3452903542.0
SH603043,广州酒家,26.27,0.07,44.01,3.15,2168727,56930564.0,0.38,27.818,1.523,14941609047.0
SH600807,济南高新,3.67,0.01,89.0,7.94,55001481,203515524.0,6.99,19.856,0.0,3246609463.0
SH688110,东芯股份,33.85,0.09,54.9,29.79,9839766,329640430.0,3.62,365.579,0.372,14970154308.0
SH603055,台华新材,11.33,0.03,43.97,13.2,2016063,22831259.0,0.23,44.172,0.883,10088917771.0
SH603188,亚邦股份,3.77,0.01,44.02,2.17,4591400,17271096.0,0.81,,0.0,2149540900.0
SZ300460,惠伦晶体,10.98,0.03,44.01,-2.75,7586200,82799822.0,2.7,,0.0,3083230676.0
