symbol,name,current,chg,first_percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SZ002983,芯瑞达,23.23,0.15,44.02,36.2,1997501,46213837.9,1.89,37.275,1.068,4316319840.0
SZ002824,和胜股份,21.74,0.14,43.98,4.13,12417211,268377859.83,6.58,34.044,1.03,6085956102.0
SH600230,沧州大化,15.6,0.1,150.45,-3.53,6458629,100886404.0,1.57,16.472,1.936,6491861002.0
SZ000697,*ST炼石,6.21,0.04,0.0,-13.75,2516821,15528516.2,0.44,,0.0,4170735726.0
SH600230,沧州大化,15.6,0.1,150.45,-3.53,6458629,100886404.0,1.57,16.472,1.936,6491861002.0
SH688023,安恒信息,168.42,1.08,39.93,-14.94,380490,64111785.0,0.48,,0.0,13297828467.0
SZ000012,南玻A,6.18,0.04,-52.81,-5.55,13778556,84847969.04,0.7,9.257,2.427,18976877221.0
SZ301132,满坤科技,28.32,0.18,67.28,12.79,3900036,109143154.28,10.58,39.704,1.165,4176350400.0
SZ300604,长川科技,42.34,0.27,43.96,-4.83,5908433,250208240.38,1.31,78.23,0.234,26031262866.0
SH600968,海油发展,3.13,0.02,44.12,11.7,34809249,108659260.0,0.34,12.584,2.716,31816776143.0
SZ000973,佛塑科技,4.72,0.03,154.14,8.07,7290276,34326433.96,0.75,36.321,0.911,4566237367.0
SZ300135,宝利国际,3.15,0.02,11.38,14.55,53328300,169150639.41,7.51,,0.0,2903040000.0
SZ300065,海兰信,11.01,0.07,76.1,-16.65,18756237,205509169.76,2.85,,0.0,7976527277.0
SH688186,广大特材,26.7,0.17,210.2,9.96,3802058,102220573.0,1.77,37.007,0.187,5720223246.0
SH603535,嘉诚国际,17.26,0.11,43.97,-3.41,534755,9197377.0,0.25,23.327,0.492,4025857632.0
SZ000632,三木集团,4.74,0.03,260.0,3.95,31030401,148079722.61,6.67,144.19,0.0,2206562762.0
SH600584,长电科技,33.2,0.21,91.1,44.88,20519197,680705371.0,1.15,23.928,0.602,59329289992.0
SZ003011,海象新材,31.46,0.2,43.99,48.81,1940820,60940639.0,3.51,12.288,0.954,3230186960.0
SH600735,新华锦,6.28,0.04,970.0,0.01,4646370,28991735.0,1.1,54.475,0.589,2692727215.0
SH600583,海油工程,6.3,0.04,62.08,5.69,22881423,143855678.0,0.52,15.582,1.587,27854535240.0
SZ300738,奥飞数据,9.53,0.06,44.02,30.08,9863429,93552090.86,1.2,54.23,0.22,9087460717.0
SZ002214,大立科技,12.69,0.08,273.53,-2.9,2291860,28986723.45,0.48,,0.394,7604329395.0
SZ002972,科安达,12.8,0.08,44.04,13.54,1748877,22175123.6,1.41,25.699,3.359,3148912640.0
SZ301163,宏德股份,28.65,0.18,26.08,9.86,806472,22989869.72,2.37,44.723,0.873,2337840000.0
SH600084,中葡股份,8.04,0.05,0.0,10.44,2867820,22989491.0,0.26,,0.0,9034763713.0
SH603126,中材节能,7.98,0.05,43.93,17.54,7316343,58245808.0,1.2,30.53,1.128,4871790000.0
SH600503,华丽家族,3.17,0.02,160.02,16.54,98012405,309815248.0,6.12,,0.0,5079259300.0
SZ002531,天顺风能,14.35,0.09,1.69,-5.16,14867619,212505606.97,0.83,32.617,0.0,25866005040.0
SZ300099,精准信息,6.44,0.04,60.12,10.22,11473644,73720709.34,1.98,46.559,2.096,4747988242.0
SH600004,白云机场,14.47,0.09,48.81,-3.6,21192682,307694698.0,0.9,,0.0,34246413555.0
SH688095,福昕软件,100.04,0.62,29.66,125.73,1944452,193564477.0,3.56,,0.362,9152611981.0
SH600273,嘉化能源,9.74,0.06,45.76,22.49,16350680,158604199.0,1.17,9.76,7.7,13654946316.0
SH688123,聚辰股份,58.82,0.36,139.19,-23.57,3404500,200151644.0,2.16,29.17,1.151,9275999995.0
SH601399,国机重装,3.26,0.02,85.24,7.95,37251510,121407523.0,0.52,57.869,0.0,23516192201.0
SZ002430,杭氧股份,34.3,0.21,34.78,-11.19,3419263,117808206.37,0.35,28.997,2.332,33769906362.0
SH601098,中南传媒,11.42,0.07,29.46,20.3,7894700,89512746.0,0.44,13.89,5.254,20510320000.0
SH601678,滨化股份,4.89,0.03,16.53,-2.12,10182398,49662453.0,0.49,11.438,2.658,10063797390.0
SH600326,西藏天路,6.54,0.04,176.45,45.01,20359060,133023842.0,2.22,,0.0,6023060180.0
SH600425,青松建化,4.86,0.03,87.44,34.5,38102600,185178274.0,2.76,18.566,2.058,7798860016.0
SZ002646,天佑德酒,14.84,0.09,26.88,-2.58,6422540,95147776.97,1.36,162.914,0.404,7012834534.0
SH688278,特宝生物,34.82,0.21,328.4,-10.1,1617252,56133747.0,0.58,45.148,0.612,14164776000.0
SZ300306,远方信息,11.57,0.07,-9.73,27.15,1683900,19423036.0,1.11,37.304,2.247,3111853061.0
SH603948,建业股份,26.36,0.16,44.0,31.49,3051116,79497625.0,1.89,12.342,7.284,4284290800.0
SH600456,宝钛股份,34.45,0.21,240.74,-15.69,3760861,129340595.0,0.79,32.889,1.306,16459436219.0
SH688127,蓝特光学,16.4,0.1,126.02,2.95,1908197,31240156.0,1.12,83.173,0.0,6598261200.0
SZ000990,诚志股份,8.31,0.05,168.28,-4.24,6036616,50151080.96,0.5,,1.324,10098623916.0
SH605589,圣泉集团,23.27,0.14,43.98,9.89,16290320,380220643.0,2.65,25.806,0.859,18217543136.0
SZ000582,北部湾港,8.26,0.05,748.0,14.11,9210234,76144264.73,0.65,14.03,2.094,14636778547.0
SH603776,永安行,14.89,0.09,43.99,19.48,1874740,27892566.0,0.81,,0.873,3464260348.0
SZ002072,凯瑞德,6.59,0.04,73.46,-15.3,3207500,21199669.0,1.25,,0.0,2423011200.0
SZ300294,博雅生物,33.02,0.2,55.2,-9.2,2483301,81948742.37,0.58,33.37,0.606,16650293329.0
SZ000521,长虹美菱,6.59,0.04,138.54,58.46,25846891,169880687.45,2.95,18.753,1.366,6787197282.0
SH603379,三美股份,26.98,0.16,44.0,-4.26,6757220,182495533.0,1.11,52.698,0.886,16470724418.0
SZ300493,润欣科技,8.39,0.05,43.96,38.48,5175400,43332951.0,1.03,86.346,0.417,4233622920.0
SH600112,ST天成,3.37,0.02,0.0,-29.2,3721000,12462665.0,0.73,,0.0,1716020331.0
SH688626,翔宇医疗,48.51,0.29,55.45,53.02,1028013,49539962.0,1.96,50.464,0.495,7761600000.0
SH600312,平高电气,11.82,0.07,56.22,49.43,11296135,132589452.0,0.83,49.717,0.465,16038809872.0
SH601002,晋亿实业,5.05,0.03,109.86,11.08,6815101,34267461.0,0.71,60.994,1.98,4844329256.0
SZ002228,合兴包装,3.36,0.02,67.49,8.61,9498038,31888620.7,0.77,37.187,3.571,4161808718.0
SH600271,航天信息,13.33,0.08,26.43,29.6,10979664,146190411.0,0.59,19.532,1.313,24698952225.0
SH688155,先惠技术,48.68,0.29,111.53,-6.9,271966,13239308.0,0.82,,0.0,3732594300.0
SZ002481,双塔食品,5.05,0.03,13.99,-19.33,26161170,132913583.3,2.38,,0.0,6230167325.0
SH601208,东材科技,13.42,0.08,13.9,18.44,6946643,92919239.0,0.77,32.08,0.745,12315731207.0
SH603138,海量数据,20.08,0.12,44.04,-2.29,9155655,183384669.0,3.26,,0.0,5685511239.0
SZ300623,捷捷微电,18.83,0.11,44.01,-8.21,3505196,65828427.24,0.55,47.676,0.505,13866222871.0
SZ000552,甘肃能化,3.42,0.02,106.67,13.62,29226959,99581070.37,1.17,5.566,4.094,15769791896.0
SH603706,东方环宇,15.46,0.09,44.0,17.44,873900,13468623.0,0.46,20.871,4.528,2927856758.0
SZ300184,力源信息,5.09,0.03,23.4,18.37,20376911,103088600.28,1.94,37.379,0.0,5873920683.0
SH601360,三六零,11.94,0.07,-11.37,82.57,107785980,1276222655.0,1.51,,0.0,85315636572.0
SH600423,柳化股份,3.41,0.02,27.44,-0.58,3886811,13251429.0,0.49,364.773,0.0,2723550039.0
SZ002204,大连重工,5.08,0.03,189.42,-1.54,13154260,66562069.86,0.68,29.51,0.591,9811359763.0
SZ300458,全志科技,27.08,0.16,43.99,33.78,10589033,285812783.5,2.08,184.451,0.554,17111383299.0
SZ300017,网宿科技,6.84,0.04,87.08,23.38,34147669,232493080.44,1.5,71.275,0.731,16671160694.0
SZ002341,新纶新材,3.39,0.02,27.57,-2.87,11647700,39263572.0,1.22,,0.0,3906007467.0
SZ000767,晋控电力,3.42,0.02,0.0,0.88,65927407,225322766.94,2.26,,0.0,10523142389.0
SH600333,长春燃气,5.09,0.03,147.83,-0.39,6744809,34351301.0,1.11,,0.0,3099966182.0
SH688661,和林微纳,58.1,0.34,86.9,-3.47,2325490,133408678.0,6.51,448.54,0.275,5221705719.0
SZ301156,美农生物,17.34,0.1,47.06,13.77,762060,13117189.8,1.62,41.085,2.474,1942080000.0
SH900924,上工B股,0.345,0.002,,-3.36,269168,92326.0,0.11,26.55,2.029,246042436.0
SH600776,东方通信,12.12,0.07,94.35,32.83,15202588,183028765.0,1.59,106.538,0.454,15222720776.0
SH600941,中国移动,94.29,0.54,0.52,42.19,6213529,584131735.0,0.82,15.757,4.106,2015394136289.0
SH601228,广州港,3.47,0.02,44.1,11.68,29582985,102282157.0,0.45,23.574,1.239,26179523788.0
SH605298,必得科技,15.5,0.09,44.03,21.26,1160990,17922116.0,2.71,55.576,0.942,2239750000.0
SZ000878,云南铜业,12.17,0.07,0.0,7.36,35410193,430272511.49,1.77,12.745,3.287,24384156533.0
SZ002259,ST升达,3.48,0.02,94.96,6.1,1340300,4667827.0,0.18,,0.0,2618102369.0
SZ200581,苏威孚B,10.56,0.06,12.2,-19.02,387700,4087923.67,0.22,,0.852,10587242614.0
SH601188,龙江交通,3.5,0.02,108.65,11.28,6046465,21112268.0,0.46,36.22,1.629,4605574999.0
SZ002992,宝明科技,56.3,0.32,43.98,1.44,1991163,111754619.71,2.54,,0.0,10374179460.0
SH603555,ST贵人,1.76,0.01,43.96,-51.52,51843900,92334486.0,3.3,,0.0,2765849430.0
SH600262,北方股份,19.43,0.11,85.62,22.89,1617797,31141309.0,0.95,29.851,1.081,3303100000.0
SH603897,长城科技,19.76,0.11,44.0,-5.58,1946788,38231789.0,0.94,34.604,3.036,4079169057.0
SH600367,红星发展,14.3,0.08,199.45,-6.63,5881382,83340108.0,2.01,35.644,0.559,4193283380.0
SZ002346,柘中股份,12.55,0.07,7.54,-0.2,4753827,60142073.52,1.2,12.377,1.594,5541771471.0
SH600956,新天绿能,9.01,0.05,44.03,-4.45,3901516,35050371.0,0.18,17.175,2.142,37725708588.0
SZ002947,恒铭达,19.9,0.11,44.02,2.19,1804833,35677453.58,1.19,22.919,1.508,4580418124.0
SZ000158,常山北明,7.23,0.04,59.39,28.65,52773074,378657903.52,3.34,,0.0,11557998893.0
SH600183,生益科技,16.02,0.09,0.0,14.6,15923682,254710731.0,0.68,29.043,2.797,37643227723.0
SH600635,大众公用,3.56,0.02,-21.0,20.27,22270846,79023913.0,0.92,41.631,0.843,10510667443.0
SH603203,快克智能,28.63,0.16,44.0,0.41,767960,22073093.0,0.31,26.691,3.493,7147448207.0
SZ002215,诺普信,7.13,0.04,291.96,37.97,18556832,132122013.06,2.34,18.613,2.104,7094645375.0
SH600018,上港集团,5.45,0.03,66.94,2.06,21148920,115096297.0,0.09,8.305,2.569,126898588888.0
SZ301300,远翔新材,32.68,0.18,59.61,9.15,442946,14396940.61,2.76,44.079,1.224,2096422000.0
SH601016,节能风电,3.68,0.02,43.78,-1.01,39046024,143032876.0,0.66,14.802,2.473,23827517784.0
SH600644,乐山电力,7.32,0.04,3550.0,-6.03,4673696,34152226.0,0.87,116.414,0.0,3941092824.0
SZ002295,精艺股份,7.31,0.04,36.92,10.76,3040100,22140845.0,1.21,114.709,0.0,1832002960.0
SZ002243,力合科创,9.14,0.05,46.53,19.55,9928748,90926715.37,0.82,25.609,0.875,11064922562.0
SH688172,燕东微,21.96,0.12,4.69,15.7,1787092,39192206.0,1.42,65.761,0.0,26332326278.0
SH600810,神马股份,7.37,0.04,28.63,-3.41,3152881,23195087.0,0.44,198.479,1.764,7695576191.0
SH600671,*ST目药,9.08,0.05,1336.0,-4.52,648228,5886962.0,0.53,,0.0,1105752276.0
SH600089,特变电工,16.47,0.09,0.0,12.16,37858842,620033714.0,0.75,4.757,5.24,83180799504.0
SZ300768,迪普科技,16.55,0.09,43.99,26.34,2350664,38763605.24,0.61,77.781,0.483,10655370595.0
SZ002221,东华能源,9.15,0.05,210.37,19.92,5420250,49454786.5,0.37,,0.0,14421569068.0
SZ002351,漫步者,16.54,0.09,0.51,88.03,18482217,303854665.73,3.76,54.953,1.209,14705829780.0
SH900936,鄂资B股,1.123,0.006,-1.92,5.39,226658,254720.0,0.03,5.121,9.083,3143025733.0
SH601311,骆驼股份,9.34,0.05,-5.65,16.96,8571375,79866321.0,0.73,22.195,2.141,10957184742.0
SH688369,致远互联,52.04,0.28,55.7,13.08,582512,30104622.0,0.51,73.398,0.388,5970494402.0
SZ300046,台基股份,16.88,0.09,23.37,14.13,3119403,52454630.49,1.32,186.156,0.0,4003452742.0
SZ000987,越秀资本,7.49,0.04,173.28,28.44,77931047,587961787.7,1.55,14.233,2.27,37578322140.0
SZ300236,上海新阳,37.31,0.2,42.73,34.73,1906840,71188427.9,0.68,94.878,0.402,11692260109.0
SZ300221,银禧科技,5.59,0.03,-1.33,16.46,14482404,80638548.36,3.23,,0.0,2652778857.0
SZ300095,华伍股份,9.31,0.05,64.01,4.46,4266900,39615049.0,1.28,51.049,0.644,3911039427.0
SH688286,敏芯股份,54.12,0.29,269.4,9.78,327510,17641874.0,0.92,,0.0,2900433352.0
SH688525,佰维存储,77.86,0.42,14.8,384.81,4526308,352241989.0,12.37,,0.0,33505426529.0
SH600353,旭光电子,7.5,0.04,117.05,-26.98,8306763,61688215.0,1.03,58.001,0.0,6245945693.0
SH688281,华秦科技,189.34,1.02,37.2,-0.89,326333,60862585.0,0.97,72.63,0.128,26330883487.0
SH600353,旭光电子,7.5,0.04,117.05,-26.98,8306763,61688215.0,1.03,58.001,0.0,6245945693.0
SZ002357,富临运业,7.44,0.04,33.6,-7.23,10631200,78853800.0,3.39,36.968,0.0,2332358428.0
SZ301021,英诺激光,24.28,0.13,383.09,-5.47,1662482,40031183.96,2.38,704.445,0.412,3678698783.0
SZ000039,中集集团,7.43,0.04,52.94,5.54,12115911,89802774.51,0.53,23.947,2.423,40066426461.0
SZ002791,坚朗五金,64.97,0.34,44.0,-37.41,3577879,233283294.43,2.18,211.134,0.154,20890453800.0
SZ002624,完美世界,15.09,0.08,123.93,20.77,36906950,557181645.05,2.02,37.615,2.319,29274123216.0
SZ301269,华大九天,103.19,0.54,129.43,14.72,2956952,303636282.06,1.13,244.773,0.145,56026161040.0
SH600131,国网信通,17.2,0.09,0.0,16.15,7721740,132111030.0,0.65,25.083,1.163,20683327557.0
SH600533,栖霞建设,3.81,0.02,176.87,2.83,50706321,194116789.0,4.83,52.443,2.625,4000500000.0
SH688282,理工导航,43.63,0.23,-15.04,-3.46,983796,43186869.0,2.76,73.055,1.261,3839440000.0
SZ300265,通光线缆,9.47,0.05,27.12,18.08,5497617,51410202.59,1.51,44.916,0.211,4339965617.0
SH600502,安徽建工,5.7,0.03,105.81,24.21,42984169,245152866.0,2.5,6.912,4.386,9784243447.0
SZ300872,天阳科技,15.11,0.08,258.62,16.86,5989960,90047559.6,2.34,74.546,0.0,6110901852.0
SH688485,九州一轨,15.19,0.08,23.41,-12.3,1780161,27182644.0,5.32,40.457,0.843,2282936422.0
SH603636,南威软件,13.22,0.07,44.01,-3.23,6862917,90245168.0,1.16,54.791,0.643,7810291101.0
SZ000050,深天马A,9.42,0.05,123.33,8.78,6245074,58601570.7,0.26,,0.0,23151982967.0
SZ000407,胜利股份,3.83,0.02,70.0,0.02,7592201,29025865.82,0.87,23.476,0.522,3370724232.0
SZ300617,安靠智电,38.5,0.2,44.01,9.25,1624279,61874711.25,1.54,39.425,0.0,6467870486.0
SZ300254,仟源医药,7.73,0.04,29.38,14.18,5630200,43734385.0,2.51,,0.0,1867711492.0
SZ300077,国民技术,13.66,0.07,79.78,-2.08,5829441,79439775.35,1.05,,0.0,8125528060.0
SZ002635,安洁科技,13.65,0.07,23.91,12.15,3621578,49270154.02,0.9,42.002,1.473,9178766238.0
SZ301095,广立微,71.61,0.37,155.78,-19.24,1470179,105444036.77,3.5,103.04,0.559,14322000000.0
SH600843,上工申贝,5.77,0.03,137.76,16.33,3440500,19776980.0,0.73,61.964,0.867,4114970590.0
SH605500,森林包装,7.77,0.04,44.02,10.14,1093843,8474369.0,1.03,26.559,1.377,3219888000.0
SZ300689,澄天伟业,21.3,0.11,43.99,30.92,1773870,37476033.3,1.8,54.689,0.141,2462280000.0
SZ000712,锦龙股份,13.57,0.07,0.0,4.87,12659889,171815772.93,1.41,,0.0,12158720000.0
SZ002554,惠博普,3.86,0.02,10.42,0.06,18646449,71754423.19,2.15,32.455,0.311,5198871000.0
SZ300024,机器人,13.46,0.07,88.82,49.89,27774223,371006221.9,1.84,356.536,0.0,20865852847.0
SH601218,吉鑫科技,3.9,0.02,-11.24,-0.74,6072810,23527446.0,0.62,27.195,1.051,3811704000.0
SH601988,中国银行,3.93,0.02,23.05,32.04,149887268,587524083.0,0.07,5.08,5.903,1156944019577.0
SH603803,瑞斯康达,7.83,0.04,44.02,30.9,5455300,42401931.0,1.3,139.141,0.715,3411339611.0
SH603819,神力股份,15.89,0.08,44.01,5.24,561382,8877466.0,0.26,,0.126,3459732671.0
SZ002156,通富微电,21.83,0.11,256.01,32.99,44333386,968367421.12,2.93,96.63,0.444,33033956048.0
SH688138,清溢光电,19.61,0.1,122.67,8.31,1467918,28812853.0,0.55,49.741,0.612,5231948000.0
SZ000669,ST金鸿,1.96,0.01,357.61,16.67,5385776,10562039.3,0.79,,0.0,1333601242.0
SZ002267,陕天然气,7.93,0.04,51.09,14.22,7111306,56219656.27,0.64,16.503,7.566,8818758279.0
SZ002148,北纬科技,5.89,0.03,264.44,15.0,5321100,31177213.0,1.18,277.658,0.17,3292180337.0
SH603028,赛福天,11.84,0.06,43.9,28.28,3599660,42567103.0,1.25,,0.0,3398553600.0
SZ301278,快可电子,56.96,0.29,267.42,-32.6,579172,32762020.12,2.78,34.833,0.27,4739072000.0
SH600269,赣粤高速,3.94,0.02,61.82,16.22,14892768,58618714.0,0.64,11.692,2.538,9201503635.0
SZ300166,东方国信,9.97,0.05,-13.39,24.78,23216867,229853522.23,2.53,,0.0,11489242927.0
SZ301439,泓淋电力,18.19,0.09,21.56,-8.27,5202044,93719246.4,5.64,37.377,0.825,7077761906.0
SZ002399,海普瑞,12.0,0.06,18.36,-5.79,2307709,27659408.14,0.19,31.517,0.833,17607554448.0
SZ301219,腾远钴业,40.44,0.2,6.81,-21.95,2964063,120388709.24,1.78,,2.282,11918362840.0
SH603258,电魂网络,34.42,0.17,43.98,59.89,3942700,134922905.0,1.61,47.618,2.397,8424918002.0
SZ000932,华菱钢铁,6.03,0.03,16.04,34.88,128285124,778864400.51,2.24,8.406,3.98,41659053969.0
SZ002172,澳洋健康,3.99,0.02,170.57,-3.39,48912801,192902645.91,6.39,,0.0,3055272116.0
SZ002970,锐明技术,30.25,0.15,44.0,57.69,1458500,43987993.0,1.59,,0.661,5230104000.0
SH601101,昊华能源,6.14,0.03,30.74,5.19,8604300,52814778.0,0.6,6.058,5.537,8841587266.0
SH600409,三友化工,6.13,0.03,40.5,-4.65,20307409,124480112.0,0.98,19.437,2.382,12654462116.0
SZ002088,鲁阳节能,18.54,0.09,135.45,-16.11,1217741,22545719.57,0.27,16.783,4.315,9387406144.0
SH600149,廊坊发展,6.14,0.03,62.41,-0.97,11781301,72263074.0,3.1,,0.0,2334182400.0
SZ002639,雪人股份,8.24,0.04,-6.26,-3.06,13394921,110467869.74,2.03,,0.0,6366241947.0
SZ002743,富煌钢构,6.12,0.03,44.04,14.61,5645300,34448557.0,1.3,25.556,0.752,2663843085.0
SH600299,安迪苏,8.28,0.04,142.12,2.15,2962000,24477509.0,0.11,27.056,1.824,22206142540.0
SZ002987,京北方,20.43,0.1,44.01,7.89,3847390,78393172.05,0.9,28.678,0.348,9006720216.0
SZ300841,康华生物,59.39,0.29,44.0,-29.39,2277672,135664447.2,1.93,14.08,0.842,7996890166.0
SH603908,牧高笛,45.26,0.22,43.98,-23.68,1792591,82259833.0,2.69,22.741,2.651,3018389400.0
SZ000881,中广核技,8.23,0.04,0.0,7.01,7303800,59894640.0,0.94,57.672,0.486,7780854457.0
SZ002808,ST恒久,6.18,0.03,43.97,-13.81,5625840,34771616.8,3.02,,0.0,1661184000.0
SZ301106,骏成科技,37.2,0.18,15.6,39.64,626700,23251824.0,3.01,33.312,1.613,2700224050.0
SZ002988,豪美新材,18.53,0.09,43.97,38.8,1501300,27683907.0,0.65,,0.0,4313246926.0
SH603607,京华激光,14.65,0.07,44.02,17.62,1871016,27271759.0,1.05,21.974,5.119,2615271120.0
SH601665,齐鲁银行,4.15,0.02,44.03,4.42,29329136,121083839.0,1.26,5.14,4.482,19010936034.0
SH600888,新疆众和,8.37,0.04,92.38,6.53,11582198,96676903.0,0.87,7.087,4.182,11299708036.0
SH688663,新风光,31.5,0.15,53.66,-27.61,1795975,55837982.0,2.08,33.384,1.27,4408425000.0
SH600161,天坛生物,25.12,0.12,0.0,6.07,5977958,150468677.0,0.36,40.671,0.199,41392975595.0
SH600588,用友网络,18.96,0.09,150.82,-21.33,18037899,341412550.0,0.53,301.948,0.316,65091992911.0
SZ000537,广宇发展,12.54,0.06,137.77,-4.43,7874238,98859051.94,0.42,31.912,0.797,23356009829.0
SZ002876,三利谱,33.28,0.16,43.99,-8.09,3238258,107040250.78,2.18,38.369,0.601,5786890537.0
SH600125,铁龙物流,6.3,0.03,0.0,16.99,23274462,147015138.0,1.78,21.363,1.27,8224787806.0
SH688557,兰剑智能,33.23,0.16,137.36,-0.78,509149,16784806.0,1.15,25.863,1.144,2414824100.0
SH600461,洪城环境,8.3,0.04,89.27,25.99,7117376,58859390.0,0.71,9.358,5.229,9075185862.0
SH600839,四川长虹,4.29,0.02,1869.0,62.5,102553382,436950913.0,2.22,39.566,0.932,19803687712.0
SH600130,波导股份,4.26,0.02,119.06,-4.27,9064563,38352094.0,1.18,189.71,0.0,3271680000.0
SZ300310,宜通世纪,4.29,0.02,16.47,22.92,12979922,55345563.27,1.88,192.511,0.0,3782315098.0
SZ301122,采纳股份,34.2,0.16,44.03,-13.05,378613,12926138.81,0.86,30.203,1.012,4180801504.0
SZ002177,御银股份,4.29,0.02,370.49,37.94,48557209,207880444.88,6.38,34.935,0.0,3265510651.0
SZ000032,深桑达A,30.11,0.14,188.69,49.79,12452587,372511366.11,1.93,,0.266,34263952536.0
SH688099,晶晨股份,88.45,0.41,272.36,25.44,3870524,341099959.0,0.93,75.634,0.0,36810845744.0
SZ002978,安宁股份,34.01,0.16,44.01,3.55,837677,28402967.57,0.28,14.026,3.234,13638010000.0
SH600191,华资实业,6.4,0.03,0.0,22.84,9668800,61963719.0,1.99,,0.0,3103564800.0
SZ002656,ST摩登,2.15,0.01,25.86,-17.31,3706000,7913026.0,0.61,,0.0,1531917665.0
SH600098,广州发展,6.39,0.03,0.0,18.9,18246735,116435754.0,0.52,15.073,3.13,22646514805.0
SH600281,华阳新材,4.38,0.02,155.45,-1.13,3106800,13518920.0,0.6,,0.0,2253080870.0
SZ000778,新兴铸管,4.33,0.02,100.82,22.51,59267822,256280449.04,1.52,11.929,3.002,17276954500.0
SZ301046,能辉科技,30.79,0.14,524.1,-11.14,1187814,36394166.41,2.02,245.464,0.0,4609170630.0
SH688097,博众精工,26.27,0.12,85.27,-8.15,2297833,60040329.0,2.47,31.44,0.0,11733436787.0
SZ000553,安道麦A,8.7,0.04,169.35,-3.56,3615862,31439871.78,0.17,76.485,0.31,20269362364.0
SH900945,海控B股,0.217,0.001,0.0,-24.91,50500,10888.0,0.01,,0.0,9377792260.0
SH688256,寒武纪-U,164.77,0.76,229.86,202.0,6709752,1094123517.0,2.75,,0.0,68642267691.0
SH688332,中科蓝讯,69.55,0.32,-29.85,36.55,617431,42669888.0,1.82,55.583,1.438,8346000000.0
SH603102,百合股份,44.1,0.2,44.0,10.15,544700,23904412.0,1.52,18.627,1.361,2822400000.0
SZ300126,锐奇股份,6.52,0.03,8.09,17.03,3288000,21365256.0,1.56,1941.79,0.153,1981803552.0
SZ002907,华森制药,15.2,0.07,43.93,-25.0,2202000,33409693.0,0.73,64.019,0.461,6347463973.0
SZ002783,凯龙股份,8.72,0.04,44.0,3.97,2923675,25416318.9,0.85,35.177,1.147,3411602632.0
SZ002709,天赐材料,36.99,0.17,45.17,-14.57,14987091,555132037.85,1.08,14.501,1.622,71218085573.0
SZ300659,中孚信息,21.63,0.1,43.97,-18.9,7642220,164550169.8,4.97,,0.0,4896595009.0
SH600538,国发股份,4.5,0.02,112.71,-0.44,4385000,19718748.0,0.84,95.087,0.0,2358892566.0
SH688115,思林杰,33.21,0.15,-23.67,-13.11,371306,12336426.0,1.04,79.193,1.355,2214110700.0
SZ002268,电科网安,26.75,0.12,116.17,-12.19,8761410,234097153.3,1.04,74.008,0.224,22627199130.0
SH600519,贵州茅台,1889.0,8.42,13.25,11.06,1923062,3635857283.0,0.15,35.809,1.372,2372957644200.0
SH600797,浙大网新,6.77,0.03,0.0,16.22,14322718,96667358.0,1.39,57.66,0.443,6956358481.0
SZ002524,光正眼科,6.7,0.03,161.53,-6.16,6212961,41869639.68,1.21,,0.0,3452955014.0
SZ300235,方直科技,11.17,0.05,44.59,61.73,6957300,77933347.0,3.43,127.638,0.242,2812009913.0
SH600861,北京人力,26.64,0.12,51.0,21.26,3512856,93530721.0,1.11,,0.0,15081242808.0
SH600790,轻纺城,4.51,0.02,0.0,0.92,11665612,52623533.0,0.8,5.589,3.769,6610717085.0
SH600116,三峡水利,9.01,0.04,0.0,6.91,7223127,64901425.0,0.38,40.257,1.665,17228407565.0
SZ002809,红墙股份,11.17,0.05,43.99,18.33,3371750,37542423.8,2.45,23.097,0.895,2348238405.0
SZ002857,三晖电气,20.17,0.09,43.96,41.84,661500,13234310.0,0.52,197.377,0.0,2581760000.0
SH601696,中银证券,11.39,0.05,44.06,7.76,68814415,784332030.0,2.48,38.576,0.263,31641420000.0
SZ301358,湖南裕能,45.35,0.2,125.49,92.54,3248472,146849739.0,2.61,15.035,0.878,34341426725.0
SH900923,百联B股,0.689,0.003,79.55,-5.87,496307,342934.0,0.28,11.896,2.467,1229291833.0
SH603165,荣晟环保,15.9,0.07,43.97,50.38,4491101,71191529.0,1.61,26.095,2.893,4427057288.0
SZ000958,电投产融,4.58,0.02,107.89,4.11,18067898,82634069.84,0.34,24.774,2.62,24656056822.0
SZ002670,国盛金控,9.45,0.04,22.19,27.53,64723710,616748931.52,3.99,,0.0,18286549971.0
SH603081,大丰实业,16.36,0.07,43.95,32.47,1239800,20171890.0,0.31,28.104,0.917,6701507111.0
SZ300365,恒华科技,7.01,0.03,45.2,-7.88,6788500,47277168.0,1.56,,0.0,4204986838.0
SH603399,吉翔股份,11.62,0.05,85.13,-12.67,6135184,70985246.0,1.2,11.488,3.442,6026720541.0
SZ300603,立昂技术,11.58,0.05,43.96,23.98,4841038,55624822.36,1.92,,0.0,5382363515.0
SZ300939,秋田微,35.42,0.15,67.4,32.65,4814695,167895899.36,7.31,25.751,1.129,4250400000.0
SZ300211,亿通科技,9.28,0.04,14.33,26.9,1886700,17395664.0,0.63,214.906,0.097,2815178229.0
SZ300453,三鑫医疗,7.12,0.03,43.98,9.01,2481627,17707046.77,0.69,20.212,1.615,3678100223.0
SH600410,华胜天成,7.12,0.03,33.14,45.6,19310309,136818629.0,1.76,,0.0,7807042143.0
